Nummer;Name;Land;Plz;Ort;Strasse;Telefon;Bezirk;Freigabe Verband;Freigabe Bezirk;Haftmittel;Bild;;
460402;Ehlesporthalle;D;39175;Biederitz;Schillerstraße;039292/80133;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460404;SH Berufsschulzentrum Burg;D;39288;Burg;Magdeburger Chaussee 1;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460405;Sporthalle Sportforum Gommern;D;39245;Gommern;Nordhausener Straße 18;039200/50189;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460406;Sporthalle der Bundeswehr;D;39288;Burg;Waldfrieden;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460407;Sporthalle Jerichow;D;39319;Jerichow;Friedhofweg;039343/405;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460408;Sporthalle Burg-Süd;D;39288;Burg;Südring;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460409;Sporthalle Blau-Weiß;D;39175;Gerwisch;Wuhneweg;03 92 92 / 6 93 60;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460410;BBC Sporthalle;D;39288;Burg;Flickschupark 1;03921-3662;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460501;Anhalt-Arena;D;6847;Dessau;Robert-Bosch-Straße 54;0340/5034911;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460502;Sporthalle Schulzentrum Dessau;D;6846;Dessau;Oechelhäuser Straße 19;0340/615344;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460503;SH BSZ Dessau;D;6846;Dessau;Junkersstraße 30;0340/2042449;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460504;Sporthalle Friedensschule;D;6846;Dessau;Elballee;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460505;Sporthalle Sekundarschule Kochstedt;D;6847;Dessau-Roßlau-Kochstedt;Winklerstraße 4;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460601;Sporthalle Wolferöder Weg Eisleben;D;6295;Eisleben;Wolferöder Weg;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460603;TH Polleben;D;6295;Polleben;Eislebener Straße 9;03475/610251;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460701;Sporthalle Solpke;D;39638;Solpke;Molkereistraße;039087/287;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460702;Sporthalle Mieste;D;39649;Mieste;Heinrich-Heine-Straße;03 90 82 / 9 34 93;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460801;Elbe-Havel-Sporthalle;D;39317;Elbe-Parey/Güsen;Straße der DSF 8;039344/40904;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460802;Sporthalle Parey;D;39317;Parey;Am Deich 6;039349/51769;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
460902;Sporthalle Paul-Gerhard-Gymnasium;D;6773;Gräfenhainichen;Mescheider Straße;034953/21439;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461001;Sporthalle Völkerfreundschaft;D;38820;Halberstadt;Paulsplan 6;03941/24492;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461002;Sporthalle Martineum;D;38820;Halberstadt;Johannesbrunnen;03941/24227;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461003;G-u.L-Schule;D;38820;Halberstadt;Juri-Gagarin-Straße 20;03941/443075;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461004;Sportland-Freizeit-Zentrum Halberstadt;D;38820;Halberstadt;Am Sommerbad;003941/687850;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461101;Sporthalle;D;39340;Haldensleben;Zollstraße 1;03904/41436;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461103;Sporthalle;D;39343;Erxleben;Am Sportplatz;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461105;Ohrelandhalle Haldensleben;D;39340;Haldensleben;Magdeburger Straße;03904/462997;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461106;Wildpark Sporthalle;D;39167;Irxleben;Siegweg 4;039204/63108;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461107;Allertal-Halle;D;39356;Weferlingen;Geschwister-Scholl-Straße 4;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461110;Mittellandhalle;D;39179;Barleben;Dahlenwarsleber Straße;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461111;Sporthalle Süplingen;D;0;Süplingen;Gartenweg 11;03 90 54 / 98 60;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461112;Sporthalle Barleben;D;39179;Barleben-Ebendorf;Barleber Straße 6b;03 92 03 / 5 65 31 10;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461201;Sporthalle im Bildungszentrum;D;6126;Halle;Nietlebener Straße 14;0345/6878041;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461202;Sporthalle Burgstraße;D;6114;Halle;Burgstraße 34;0345/5232601;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461203;Eissporthalle Halle;D;6124;Halle;Gimritzer Damm 1;0345/8058028;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461204;Sporthalle Südstadt;D;6128;Halle;Mannheimer Straße;0345/4721104;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461205;Universitäts-Sporthalle;D;6122;Halle;Selke-Straße 7;0345/5524412;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461206;TH Elsteraue Halle;D;6132;Halle;Rohrweg 9(Silberhöhe);;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461207;Sporthalle Sportgymnasium;D;6128;Halle;Robert-Koch-Straße 33;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461208;Sporthalle Brandberge;D;6122;Halle/Saale;Kreuzvorwerk 30;0345/ 5 40 02 56;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461209;ERDGAS-Sportarena;D;6126;Halle;Nietlebener Straße 16;0345 / 69493131;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Freigabe für den Spielbetrieb auf Bezirks-Ebene;Haftmittel erlaubt;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461301;Sporthalle;D;39539;Havelberg;Am Eichenwald;039387/287;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461401;Sporthalle Drushba;D;6333;Hettstedt;Feuerbachstraße;03476/851042;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461402;Sporthalle;D;6308;Siersleben;Augsdorfer Straße;03476/3251;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461404;Seefeldhalle;D;3618;Wansleben am See;Am Weideplan;034601/30887;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461501;Sporthalle Teuchern;D;6682;Teuchern;Am Stadion;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461502;Sporthalle Hohenmölsen Nord;D;6679;Hohenmölsen;August-Bebel-Straße 51;034441/22571;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461601;Sporthalle Nordschule;D;6917;Jessen;Straße der Jugend 9;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461602;Sporthalle Elster;D;6918;Elster;Am Betonwerk;035383/20216;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461603;Sporthalle Sekundarschule;D;6928;Linda;Zellendorfer Straße 160;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461604;Sporthalle Gymnasium;D;6917;Jessen;Mühlberger Straße;01 74 / 6 99 99 93;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461605;Sport- und Mehrzweckhalle;D;6926;Holzdorf;Juri-Gagarin-Straße;035389/82294;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461701;Sporthalle Oebisfelde;D;39646;Oebisfelde;Am Bahnhof;039002/42037;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461702;Sporthalle Klötze;D;38486;Klötze;Am Hegefeld;03909/2020;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461703;Sporthalle Friedrich-Engels;D;38489;Beetzendorf;Friedrich-Engels-Straße;039000/6492;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461704;Sporthalle Rohrberg;D;38489;Rohrberg;Bahnhofstraße;039000/385;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461705;Zinnberghalle;D;38486;Klötze;Geschwister-Scholl-Straße;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461803;Sporthalle Hannemann Schule Köthen;D;6366;Köthen;Lelitzer Straße 27a;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461804;Sporthalle Gröbzig;D;6366;Gröbzig;;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461903;TuS-Sporthalle, Magdeburg;D;39124;Magdeburg;Zielitzer Straße 28;0391/2529194;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461905;Hermann-Gieseler-Halle;D;39108;Magdeburg;Wilhelm-Kobelt-Straße;0391/7311711;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461906;SH der Freundschaft Magd.;D;39122;Magdeburg;Platz der Freundschaft Alt Fermersl;0391/4042063;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461907;SH Bodestraße;D;39118;Magdeburg;Bodestraße 4;0391/62380-0;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461910;Sporthalle Sudenburg;D;39116;Magdeburg;Wilhelm-Höpfner-Ring 7;0391/600037;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
461911;Sporthalle Humboldt-Gymnasium;D;39124;Magdeburg;Nachtweide 67;;Handball-Verband Sachsen-Anhalt;Freigabe für den Spielbetrieb auf Verbands-Ebene;Keine Freigabe für den Spielbetrieb auf Bezirks-Ebene;Absolutes Haftmittelverbot;https://github.com/harzball/excel/raw/main/halle_platzhalter.png;;
